node1,node2,distance,distance_to_depot,total_demand,is_customer,total_service_time,total_ready_time,total_due_time,rain,traffic,cost
6,37,17.39,40.87,13.74,1,11.52,86.48,135.32,0.45,0.81,695.66
6,38,70.88,46.19,11.72,1,6.01,80.75,115.27,0.01,0.73,627.39
6,39,11.95,28.3,9.02,1,10.24,39.08,121.99,0.54,0.31,536.42
6,40,23.21,30.66,10.04,1,5.37,55.7,136.53,0.79,0.53,566.2
6,41,50.43,25.19,12.41,1,13.8,86.71,128.37,0.04,0.66,687.8
6,42,21.51,48.27,14.67,1,13.51,17.64,145.9,0.52,0.81,681.62
6,43,53.41,26.74,16.51,1,12.09,61.26,145.9,0.57,0.54,728.81
6,44,60.69,43.21,13.86,1,12.4,56.79,145.9,0.7,0.12,710.19
6,45,43.73,36.54,10.07,1,6.22,50.61,140.75,0.89,0.16,587.03
6,46,51.98,43.65,8.86,1,6.58,50.93,145.9,0.79,0.12,592.36
6,47,26.94,18.34,9.71,1,5.49,49.8,145.9,0.8,0.31,548.48
6,48,61.73,55.93,13.35,1,9.54,57.28,145.9,0.07,0.47,676.74
6,49,54.88,27.98,14.4,1,8.93,50.61,145.9,0.72,0.18,657.67
7,0,44.42,0.0,2.58,0,1.63,68.36,165.5,0.42,0.85,383.88
7,1,35.55,64.33,6.82,1,7.69,68.36,165.5,0.13,0.75,622.84
7,2,48.96,15.83,5.32,1,4.31,99.29,142.14,0.23,0.49,538.52
7,3,64.68,50.0,9.15,1,7.53,68.36,148.69,0.1,0.48,627.53
7,4,74.94,39.53,8.17,1,6.0,68.36,134.3,0.17,0.77,605.83
7,5,34.66,35.01,5.23,1,7.93,68.36,136.79,0.96,0.31,569.92
7,6,69.41,26.89,9.23,1,5.91,68.36,145.9,0.23,0.26,586.46
7,8,68.4,46.24,3.72,1,5.38,68.36,152.58,0.73,0.92,609.08
7,9,69.59,34.38,5.45,1,8.95,68.36,165.5,0.45,0.83,645.83
7,10,89.9,55.19,11.21,1,6.51,68.36,165.5,0.7,0.69,725.65
7,11,85.09,44.09,12.22,1,10.22,68.36,144.02,0.21,0.69,710.96
7,12,9.8,40.62,4.4,1,7.61,68.36,130.02,0.59,0.4,518.4
7,13,73.33,30.67,7.73,1,11.57,68.36,165.5,0.6,0.81,701.36
7,14,56.03,30.41,7.68,1,8.82,68.36,100.29,0.33,0.65,569.09
7,15,37.92,28.57,10.29,1,8.29,68.36,165.5,0.25,0.64,630.65
7,16,49.88,25.26,11.41,1,11.1,81.68,101.49,0.24,0.72,631.41
7,17,63.28,34.33,8.09,1,9.63,68.36,146.96,0.82,0.15,638.63
7,18,40.41,50.7,5.59,1,7.51,68.36,165.5,0.07,0.11,564.97
7,19,83.84,39.69,12.15,1,9.64,76.57,165.5,0.49,0.84,750.0
7,20,13.97,34.5,12.54,1,9.5,68.36,162.48,0.03,0.19,610.71
7,21,56.99,31.96,6.17,1,4.43,70.35,165.5,0.49,0.51,580.8
7,22,77.56,44.21,3.82,1,7.97,97.15,165.5,0.82,0.8,683.32
7,23,87.21,42.94,5.86,1,9.36,72.71,119.44,0.22,0.68,619.5
7,24,62.34,49.48,9.18,1,9.93,68.36,165.5,0.54,0.32,679.78
7,25,5.9,40.08,10.24,1,2.98,68.36,165.5,0.48,0.9,581.04
7,26,59.33,18.97,4.64,1,2.78,68.36,125.18,0.41,0.83,508.04
7,27,91.63,49.27,9.69,1,4.7,68.36,165.5,0.78,0.09,662.16
7,28,90.66,46.3,9.33,1,10.45,68.36,106.17,0.29,0.15,631.29
7,29,89.46,52.05,7.98,1,2.97,68.36,117.91,0.62,0.6,598.28
7,30,34.11,22.3,7.66,1,5.27,68.36,149.48,0.88,0.52,573.55
7,31,75.81,44.38,6.31,1,9.6,68.36,165.5,0.63,0.61,675.15
7,32,60.75,40.95,7.99,1,4.18,68.36,156.66,0.67,0.02,582.92
7,33,64.13,30.69,12.4,1,6.84,94.43,142.18,0.23,0.31,650.83
7,34,43.0,6.3,9.53,1,7.39,68.36,154.4,0.59,0.21,581.26
7,35,21.73,45.51,5.88,1,9.15,68.36,118.14,0.04,0.85,548.54
7,36,16.63,48.14,12.47,1,4.34,84.22,139.67,0.31,0.6,602.26
7,37,78.71,40.87,9.67,1,8.87,86.48,135.32,0.02,0.53,654.28
7,38,43.03,46.19,7.65,1,3.36,80.75,115.27,0.41,0.04,517.84
7,39,72.71,28.3,4.95,1,7.59,68.36,121.99,0.11,0.73,558.76
7,40,74.02,30.66,5.97,1,2.72,68.36,136.53,0.68,1.0,580.47
7,41,19.25,25.19,8.34,1,11.15,86.71,128.37,0.73,0.93,637.42
7,42,90.74,48.27,10.6,1,10.86,68.36,165.5,1.0,0.18,746.47
7,43,20.37,26.74,12.44,1,9.44,68.36,165.5,0.56,0.07,631.27
7,44,26.08,43.21,9.79,1,9.75,68.36,163.88,0.01,0.93,643.93
7,45,70.79,36.54,6.0,1,3.57,68.36,140.75,0.63,0.86,586.64
7,46,74.51,43.65,4.79,1,3.93,68.36,165.5,0.29,0.38,572.72
7,47,59.19,18.34,5.64,1,2.84,68.36,165.5,0.62,0.82,568.19
7,48,86.27,55.93,9.28,1,6.89,68.36,146.51,0.56,0.09,651.27
7,49,22.96,27.98,10.33,1,6.28,68.36,165.5,0.7,0.98,634.9
8,0,46.24,0.0,1.14,0,3.75,27.01,152.58,0.07,0.65,310.73
8,1,62.08,64.33,5.38,1,9.81,27.01,152.58,0.03,0.94,606.4
8,2,30.41,15.83,3.88,1,6.43,99.29,142.14,0.26,0.75,541.27
8,3,96.18,50.0,7.71,1,9.65,42.3,148.69,0.6,0.94,687.77
8,4,22.01,39.53,6.73,1,8.12,49.13,134.3,0.66,0.82,567.47
8,5,78.16,35.01,3.79,1,10.05,27.01,136.79,0.02,0.97,564.87
8,6,60.73,26.89,7.79,1,8.03,27.01,145.9,0.27,0.49,556.73
8,7,68.4,44.42,3.72,1,5.38,68.36,152.58,0.79,0.06,567.26
8,9,75.52,34.38,4.01,1,11.07,27.01,152.58,0.24,0.62,583.29
8,10,93.22,55.19,9.77,1,8.63,27.01,152.58,0.47,0.73,672.0
8,11,38.27,44.09,10.78,1,12.34,62.85,144.02,0.94,0.68,701.43
8,12,71.29,40.62,2.96,1,9.73,46.41,130.02,0.36,0.29,547.74
8,13,62.63,30.67,6.29,1,13.69,62.31,152.58,0.84,0.27,663.49
8,14,15.94,30.41,6.24,1,10.94,58.05,100.29,0.52,0.84,544.49
8,15,30.56,28.57,8.85,1,10.41,27.01,152.58,0.98,0.62,611.32
8,16,71.45,25.26,9.97,1,13.22,81.68,101.49,0.58,0.81,681.28
8,17,78.82,34.33,6.65,1,11.75,42.75,146.96,0.08,0.06,593.86
8,18,39.78,50.7,4.15,1,9.63,27.01,152.58,0.9,0.46,575.87
8,19,61.57,39.69,10.71,1,11.76,76.57,152.58,0.73,0.75,729.11
8,20,54.48,34.5,11.1,1,11.62,27.01,152.58,0.91,0.29,655.77
8,21,77.71,31.96,4.73,1,6.55,70.35,152.58,0.67,0.83,620.4
8,22,84.98,44.21,2.38,1,10.09,97.15,152.58,0.68,0.6,667.62
8,23,54.55,42.94,4.42,1,11.48,72.71,119.44,0.86,0.31,607.14
8,24,12.84,49.48,7.74,1,12.05,47.74,152.58,0.46,0.89,628.04
8,25,62.51,40.08,8.8,1,5.1,27.01,152.58,0.9,0.62,597.18
8,26,33.07,18.97,3.2,1,4.9,27.01,125.18,0.21,0.27,409.23
8,27,46.37,49.27,8.25,1,6.82,27.01,152.58,0.68,0.96,607.93
8,28,63.21,46.3,7.89,1,12.57,54.04,106.17,0.53,0.43,622.32
8,29,32.43,52.05,6.54,1,5.09,61.75,117.91,0.94,0.2,537.44
8,30,66.02,22.3,6.22,1,7.39,43.06,149.48,0.81,0.92,603.46
8,31,15.3,44.38,4.87,1,11.72,27.01,152.58,0.63,0.7,571.67
8,32,86.95,40.95,6.55,1,6.3,27.01,152.58,0.94,0.23,594.49
8,33,73.71,30.69,10.96,1,8.96,94.43,142.18,0.61,0.23,682.21
8,34,52.47,6.3,8.09,1,9.51,30.43,152.58,0.01,0.41,538.78
8,35,52.63,45.51,4.44,1,11.27,27.01,118.14,0.55,0.89,572.39
8,36,80.96,48.14,11.03,1,6.46,84.22,139.67,0.54,0.73,691.39
8,37,78.12,40.87,8.23,1,10.99,86.48,135.32,0.27,0.21,656.99
8,38,32.58,46.19,6.21,1,5.48,80.75,115.27,0.29,0.44,528.19
8,39,51.89,28.3,3.51,1,9.71,39.08,121.99,0.12,0.05,481.96
8,40,42.02,30.66,4.53,1,4.84,55.7,136.53,0.01,0.7,494.11
8,41,56.2,25.19,6.9,1,13.27,86.71,128.37,0.21,0.7,643.67
8,42,75.31,48.27,9.16,1,12.98,27.01,152.58,0.03,0.22,637.07
8,43,49.69,26.74,11.0,1,11.56,61.26,152.58,0.47,0.8,679.37
8,44,81.89,43.21,8.35,1,11.87,56.79,152.58,0.69,0.7,706.17
8,45,19.47,36.54,4.56,1,5.69,50.61,140.75,0.27,0.7,498.37
8,46,14.01,43.65,3.35,1,6.05,50.93,152.58,0.21,0.01,466.17
8,47,34.06,18.34,4.2,1,4.96,49.8,152.58,0.77,0.17,493.38
8,48,20.28,55.93,7.84,1,9.01,57.28,146.51,0.76,0.14,593.5
8,49,45.9,27.98,8.89,1,8.4,50.61,152.58,0.21,0.09,564.97
9,0,34.38,0.0,2.87,0,7.32,25.59,170.42,0.83,0.7,408.79
9,1,96.68,64.33,7.11,1,13.38,25.59,170.42,0.61,0.91,737.92
9,2,47.53,15.83,5.61,1,10.0,99.29,142.14,0.35,0.08,582.39
9,3,30.76,50.0,9.44,1,13.22,42.3,148.69,0.28,0.1,617.35
9,4,60.68,39.53,8.46,1,11.69,49.13,134.3,0.23,0.79,636.14
9,5,41.52,35.01,5.52,1,13.62,25.59,136.79,0.66,0.81,603.81
9,6,17.02,26.89,9.52,1,11.6,25.59,145.9,0.4,0.83,588.1
9,7,69.59,44.42,5.45,1,8.95,68.36,165.5,0.91,0.04,639.37
9,8,75.52,46.24,4.01,1,11.07,27.01,152.58,0.64,0.11,589.65
9,10,21.17,55.19,11.5,1,12.2,25.59,170.42,0.83,0.68,684.87
9,11,55.19,44.09,12.51,1,15.91,62.85,144.02,0.68,0.68,758.35
9,12,62.03,40.62,4.69,1,13.3,46.41,130.02,0.72,0.63,626.48
9,13,17.86,30.67,8.02,1,17.26,62.31,170.42,0.08,0.06,641.06
9,14,61.15,30.41,7.97,1,14.51,58.05,100.29,0.13,0.68,615.2
9,15,62.95,28.57,10.58,1,13.98,25.59,170.42,0.91,0.22,689.63
9,16,20.67,25.26,11.7,1,16.79,81.68,101.49,0.02,0.64,647.0
9,17,10.32,34.33,8.38,1,15.32,42.75,146.96,0.78,0.02,611.36
9,18,84.94,50.7,5.88,1,13.2,25.59,168.1,0.47,0.09,648.13
9,19,30.11,39.69,12.44,1,15.33,76.57,170.42,0.28,0.44,730.49
9,20,64.3,34.5,12.83,1,15.19,25.59,162.48,0.08,0.71,706.57
9,21,16.44,31.96,6.46,1,10.12,70.35,170.42,0.33,0.98,620.47
9,22,9.87,44.21,4.11,1,13.66,97.15,170.42,0.99,0.15,656.35
9,23,41.17,42.94,6.15,1,15.05,72.71,119.44,0.5,0.2,623.26
9,24,81.7,49.48,9.47,1,15.62,47.74,170.13,0.5,0.52,750.95
9,25,67.25,40.08,10.53,1,8.67,25.59,170.42,0.57,0.56,651.84
9,26,42.51,18.97,4.93,1,8.47,25.59,125.18,0.84,0.7,523.25
9,27,55.25,49.27,9.98,1,10.39,25.59,170.42,0.54,0.61,661.73
9,28,37.17,46.3,9.62,1,16.14,54.04,106.17,0.62,0.85,674.78
9,29,67.44,52.05,8.27,1,8.66,61.75,117.91,0.22,0.07,582.95
9,30,35.74,22.3,7.95,1,10.96,43.06,149.48,0.99,0.47,612.68
9,31,68.13,44.38,6.6,1,15.29,25.59,169.17,0.6,0.5,681.17
9,32,22.24,40.95,8.28,1,9.87,25.59,156.66,0.22,0.26,550.94
9,33,5.62,30.69,12.69,1,12.53,94.43,142.18,0.98,0.33,690.62
9,34,30.77,6.3,9.82,1,13.08,30.43,154.4,0.11,0.04,558.4
9,35,77.47,45.51,6.17,1,14.84,25.59,118.14,0.02,0.54,604.81
9,36,65.29,48.14,12.76,1,10.03,84.22,139.67,0.32,0.42,702.22
9,37,9.75,40.87,9.96,1,14.56,86.48,135.32,0.24,0.59,659.12
9,38,80.57,46.19,7.94,1,9.05,80.75,115.27,0.72,0.81,669.18
9,39,28.94,28.3,5.24,1,13.28,39.08,121.99,0.52,0.57,558.01
9,40,40.2,30.66,6.26,1,8.41,55.7,136.53,0.45,0.24,544.29
9,41,52.28,25.19,8.63,1,16.84,86.71,128.37,0.59,0.25,689.25
9,42,26.93,48.27,10.89,1,16.55,25.59,170.42,0.41,0.5,691.11
9,43,57.57,26.74,12.73,1,15.13,61.26,170.42,0.65,0.25,739.59
9,44,54.72,43.21,10.08,1,15.44,56.79,163.88,0.5,0.64,730.8
9,45,59.77,36.54,6.29,1,9.26,50.61,140.75,0.71,0.34,595.67
9,46,68.04,43.65,5.08,1,9.62,50.93,170.42,0.03,0.34,598.54
9,47,41.51,18.34,5.93,1,8.53,49.8,170.42,0.82,0.68,599.67
9,48,78.33,55.93,9.57,1,12.58,57.28,146.51,0.55,0.32,703.05
9,49,60.24,27.98,10.62,1,11.97,50.61,170.42,0.84,0.42,698.15
10,0,55.19,0.0,8.63,0,4.88,23.07,178.5,0.18,0.43,422.36
10,1,117.83,64.33,12.87,1,10.94,23.07,173.52,0.1,0.95,769.35
10,2,67.2,15.83,11.37,1,7.56,99.29,142.14,0.42,0.08,638.76
10,3,38.36,50.0,15.2,1,10.78,42.3,148.69,0.17,0.66,680.65
10,4,75.75,39.53,14.22,1,9.25,49.13,134.3,0.58,0.9,707.41
10,5,59.24,35.01,11.28,1,11.18,23.07,136.79,0.15,0.61,616.71
10,6,32.5,26.89,15.28,1,9.16,23.07,145.9,0.17,0.69,615.76
10,7,89.9,44.42,11.21,1,6.51,68.36,165.5,0.8,0.1,690.38
10,8,93.22,46.24,9.77,1,8.63,27.01,152.58,0.46,0.64,658.05
10,9,21.17,34.38,11.5,1,12.2,25.59,170.42,0.16,0.58,625.56
10,11,66.51,44.09,18.27,1,13.47,62.85,144.02,0.34,0.51,777.37
10,12,81.81,40.62,10.45,1,10.86,46.41,130.02,0.97,0.47,683.96
10,13,30.75,30.67,13.78,1,14.82,62.31,178.5,0.43,0.76,747.73
10,14,79.95,30.41,13.73,1,12.07,58.05,100.29,0.8,0.47,690.2
10,15,83.63,28.57,16.34,1,11.54,23.07,176.25,0.19,0.84,741.82
10,16,40.08,25.26,17.46,1,14.35,81.68,101.49,0.08,0.31,686.11
10,17,26.86,34.33,14.14,1,12.88,42.75,146.96,0.39,0.4,660.6
10,18,105.87,50.7,11.64,1,10.76,23.07,168.1,0.89,0.24,728.24
10,19,37.07,39.69,18.2,1,12.89,76.57,178.5,0.42,0.32,779.73
10,20,85.33,34.5,18.59,1,12.75,25.09,162.48,0.81,0.05,763.8
10,21,33.57,31.96,12.22,1,7.68,70.35,178.29,0.69,0.41,668.17
10,22,12.35,44.21,9.87,1,11.22,97.15,178.5,0.75,0.11,686.11
10,23,48.81,42.94,11.91,1,12.61,72.71,119.44,0.77,0.2,677.6
10,24,100.7,49.48,15.23,1,13.18,47.74,170.13,0.86,0.66,828.15
10,25,87.93,40.08,16.29,1,6.23,23.07,178.5,0.21,0.99,714.78
10,26,60.37,18.97,10.69,1,6.03,23.07,125.18,0.14,0.7,536.79
10,27,64.04,49.27,15.74,1,7.95,23.07,173.48,0.74,0.67,717.26
10,28,41.45,46.3,15.38,1,13.7,54.04,106.17,0.44,0.77,699.26
10,29,79.36,52.05,14.03,1,6.22,61.75,117.91,0.33,0.94,677.07
10,30,55.79,22.3,13.71,1,8.52,43.06,149.48,0.62,0.45,646.43
10,31,83.75,44.38,12.36,1,12.85,23.07,169.17,0.86,0.79,754.97
10,32,34.1,40.95,14.04,1,7.43,23.07,156.66,0.51,0.09,599.48
10,33,26.11,30.69,18.45,1,10.09,94.43,142.18,0.63,0.94,757.31
10,34,51.9,6.3,15.58,1,10.64,30.43,154.4,0.86,0.28,662.23
10,35,98.62,45.51,11.93,1,12.4,23.07,118.14,0.67,0.6,692.14
10,36,83.95,48.14,18.52,1,7.59,84.22,139.67,0.93,0.47,787.08
10,37,15.16,40.87,15.72,1,12.12,86.48,135.32,0.83,0.65,730.23
10,38,101.27,46.19,13.7,1,6.61,80.75,115.27,0.95,0.34,711.08
10,39,42.29,28.3,11.0,1,10.84,39.08,121.99,0.64,0.34,599.06
10,40,53.68,30.66,12.02,1,5.97,55.7,136.53,0.35,0.09,578.47
10,41,73.19,25.19,14.39,1,14.4,86.71,128.37,0.1,0.75,743.86
10,42,25.71,48.27,16.65,1,14.11,23.07,178.5,0.28,0.75,734.65
10,43,78.7,26.74,18.49,1,12.69,61.26,178.5,0.62,0.36,806.0
10,44,72.47,43.21,15.84,1,13.0,56.79,163.88,0.95,0.9,817.25
10,45,75.76,36.54,12.05,1,6.82,50.61,140.75,0.99,0.85,684.36
10,46,83.93,43.65,10.84,1,7.18,50.93,178.5,0.09,0.45,664.21
10,47,59.41,18.34,11.69,1,6.09,49.8,176.83,0.66,0.91,660.68
10,48,92.76,55.93,15.33,1,10.14,57.28,146.51,0.58,0.97,784.68
10,49,81.41,27.98,16.38,1,9.53,50.61,178.5,0.42,0.05,721.1
11,0,44.09,0.0,9.64,0,8.59,62.85,144.02,0.97,0.79,521.26
11,1,92.59,64.33,13.88,1,14.65,62.85,144.02,0.12,0.41,775.59
11,2,36.26,15.83,12.38,1,11.27,99.29,142.14,0.1,0.3,650.02
11,3,83.79,50.0,16.21,1,14.49,62.85,144.02,0.41,0.88,812.16
11,4,16.36,39.53,15.23,1,12.96,62.85,134.3,0.01,0.45,657.94
11,5,78.14,35.01,12.29,1,14.89,62.85,136.79,0.89,0.41,749.59
11,6,38.19,26.89,16.29,1,12.87,62.85,144.02,0.13,0.94,717.05
11,7,85.09,44.42,12.22,1,10.22,68.36,144.02,0.75,0.63,735.29
11,8,38.27,46.24,10.78,1,12.34,62.85,144.02,0.56,0.56,678.58
11,9,55.19,34.38,12.51,1,15.91,62.85,144.02,0.4,0.42,721.64
11,10,66.51,55.19,18.27,1,13.47,62.85,144.02,0.18,0.18,763.97
11,12,83.45,40.62,11.46,1,14.57,62.85,130.02,0.28,0.95,738.74
11,13,37.71,30.67,14.79,1,18.53,62.85,144.02,0.08,0.09,716.95
11,14,35.36,30.41,14.74,1,15.78,62.85,100.29,0.84,0.85,718.61
11,15,52.62,28.57,17.35,1,15.25,62.85,144.02,0.79,0.01,754.06
11,16,62.17,25.26,18.47,1,18.06,81.68,101.49,0.29,0.15,757.9
11,17,62.8,34.33,15.15,1,16.59,62.85,144.02,0.62,0.08,756.4
11,18,71.8,50.7,12.65,1,14.47,62.85,144.02,0.93,0.17,755.57
11,19,29.73,39.69,19.21,1,16.6,76.57,144.02,0.5,0.31,788.61
11,20,72.33,34.5,19.6,1,16.46,62.85,144.02,0.27,0.95,835.3
11,21,65.11,31.96,13.23,1,11.39,70.35,144.02,0.43,0.92,725.14
11,22,62.37,44.21,10.88,1,14.93,97.15,144.02,0.89,0.61,780.85
11,23,19.06,42.94,12.92,1,16.32,72.71,119.44,0.54,0.69,708.05
11,24,50.47,49.48,16.24,1,16.89,62.85,144.02,0.95,0.63,817.12
11,25,79.73,40.08,17.3,1,9.94,62.85,144.02,0.49,0.21,734.08
11,26,25.99,18.97,11.7,1,9.74,62.85,125.18,0.61,0.98,626.89
11,27,8.27,49.27,16.75,1,11.66,62.85,144.02,0.65,0.91,726.51
11,28,28.09,46.3,16.39,1,17.41,62.85,106.17,0.45,0.6,733.91
11,29,12.86,52.05,15.04,1,9.93,62.85,117.91,0.98,0.02,645.37
11,30,65.76,22.3,14.72,1,12.23,62.85,144.02,0.69,0.04,700.93
11,31,23.47,44.38,13.37,1,16.56,62.85,144.02,0.47,0.94,744.52
11,32,74.17,40.95,15.05,1,11.14,62.85,144.02,0.76,0.46,744.89
11,33,56.26,30.69,19.46,1,13.8,94.43,142.18,0.65,0.15,796.16
11,34,49.02,6.3,16.59,1,14.35,62.85,144.02,0.64,0.14,710.59
11,35,77.62,45.51,12.94,1,16.11,62.85,118.14,0.41,0.66,748.12
11,36,91.74,48.14,19.53,1,11.3,84.22,139.67,0.53,0.61,829.07
11,37,53.13,40.87,16.73,1,15.83,86.48,135.32,0.63,0.63,804.4
11,38,64.6,46.19,14.71,1,10.32,80.75,115.27,0.93,0.47,727.11
11,39,26.25,28.3,12.01,1,14.55,62.85,121.99,0.11,0.67,643.99
11,40,15.59,30.66,13.03,1,9.68,62.85,136.53,0.37,0.54,618.23
11,41,67.04,25.19,15.4,1,18.11,86.71,128.37,0.59,0.32,787.91
11,42,43.21,48.27,17.66,1,17.82,62.85,144.02,0.33,0.27,783.15
11,43,64.89,26.74,19.5,1,16.4,62.85,144.02,0.53,0.28,798.0
11,44,87.28,43.21,16.85,1,16.71,62.85,144.02,0.03,0.2,784.46
11,45,19.8,36.54,13.06,1,10.53,62.85,140.75,0.04,0.14,604.84
11,46,24.51,43.65,11.85,1,10.89,62.85,144.02,0.43,0.04,625.93
11,47,26.31,18.34,12.7,1,9.8,62.85,144.02,0.63,0.08,612.02
11,48,28.21,55.93,16.34,1,13.85,62.85,144.02,0.56,0.98,769.91
11,49,63.44,27.98,17.39,1,13.24,62.85,144.02,0.13,0.32,727.09
12,0,40.62,0.0,1.82,0,5.98,46.41,130.02,0.28,0.41,329.55
12,1,45.18,64.33,6.06,1,12.04,46.41,130.02,0.25,0.41,599.94
12,2,48.22,15.83,4.56,1,8.66,99.29,130.02,0.22,0.58,565.56
12,3,55.08,50.0,8.39,1,11.88,46.41,130.02,0.13,0.24,602.71
12,4,74.96,39.53,7.41,1,10.35,49.13,130.02,0.6,0.34,618.24
12,5,25.08,35.01,4.47,1,12.28,46.41,130.02,0.87,0.74,584.52
12,6,63.69,26.89,8.47,1,10.26,46.41,130.02,0.03,0.95,603.31
12,7,9.8,44.42,4.4,1,7.61,68.36,130.02,0.27,0.89,530.7
12,8,71.29,46.24,2.96,1,9.73,46.41,130.02,0.96,0.23,580.36
12,9,62.03,34.38,4.69,1,13.3,46.41,130.02,0.52,0.82,619.74
12,10,81.81,55.19,10.45,1,10.86,46.41,130.02,0.64,0.45,681.03
12,11,83.45,44.09,11.46,1,14.57,62.85,130.02,0.34,0.32,713.71
12,13,67.58,30.67,6.97,1,15.92,62.31,130.02,0.71,0.78,693.98
12,14,57.54,30.41,6.92,1,13.17,58.05,100.29,0.97,0.39,615.19
12,15,40.91,28.57,9.53,1,12.64,46.41,130.02,0.34,0.92,630.61
12,16,41.76,25.26,10.65,1,15.45,81.68,101.49,0.35,0.11,634.19
12,17,54.99,34.33,7.33,1,13.98,46.41,130.02,0.89,0.34,640.35
12,18,47.79,50.7,4.83,1,11.86,46.41,130.02,0.99,0.73,627.82
12,19,78.91,39.69,11.39,1,13.99,76.57,130.02,0.27,0.41,712.99
12,20,18.3,34.5,11.78,1,13.85,46.41,130.02,0.36,0.87,647.03
12,21,48.48,31.96,5.41,1,8.78,70.35,130.02,0.75,0.53,586.71
12,22,69.48,44.21,3.06,1,12.32,97.15,130.02,0.44,0.04,618.66
12,23,83.46,42.94,5.1,1,13.71,72.71,119.44,0.29,0.98,670.15
12,24,66.81,49.48,8.42,1,14.28,47.74,130.02,0.8,0.64,693.05
12,25,12.39,40.08,9.48,1,7.33,46.41,130.02,0.34,0.54,541.0
12,26,57.46,18.97,3.88,1,7.13,46.41,125.18,0.36,0.67,509.62
12,27,89.41,49.27,8.93,1,9.05,46.41,130.02,0.31,0.37,628.91
12,28,86.04,46.3,8.57,1,14.8,54.04,106.17,0.55,0.2,663.75
12,29,89.15,52.05,7.22,1,7.32,61.75,117.91,0.56,0.53,620.76
12,30,26.29,22.3,6.9,1,9.62,46.41,130.02,0.61,0.6,550.72
12,31,76.88,44.38,5.55,1,13.95,46.41,130.02,0.34,0.48,633.69
12,32,51.57,40.95,7.23,1,8.53,46.41,130.02,0.32,0.26,555.55
12,33,56.47,30.69,11.64,1,11.19,94.43,130.02,0.59,0.24,681.41
12,34,37.94,6.3,8.77,1,11.74,46.41,130.02,0.97,0.72,610.27
12,35,29.92,45.51,5.12,1,13.5,46.41,118.14,0.22,0.31,552.68
12,36,9.72,48.14,11.71,1,8.69,84.22,130.02,0.5,0.95,648.6
12,37,71.42,40.87,8.91,1,13.22,86.48,130.02,0.77,0.2,698.59
12,38,49.3,46.19,6.89,1,7.71,80.75,115.27,0.33,0.01,554.51
12,39,68.37,28.3,4.19,1,11.94,46.41,121.99,0.92,0.16,580.37
12,40,71.13,30.66,5.21,1,7.07,55.7,130.02,0.18,0.7,554.31
12,41,16.53,25.19,7.58,1,15.5,86.71,128.37,0.45,0.19,619.6
12,42,84.62,48.27,9.84,1,15.21,46.41,130.02,0.3,0.88,718.82
12,43,21.6,26.74,11.68,1,13.79,61.26,130.02,0.83,0.89,680.32
12,44,16.47,43.21,9.03,1,14.1,56.79,130.02,0.7,0.1,617.79
12,45,71.0,36.54,5.24,1,7.92,50.61,130.02,0.58,0.21,559.27
12,46,75.68,43.65,4.03,1,8.28,50.93,130.02,0.69,0.7,592.88
12,47,57.16,18.34,4.88,1,7.19,49.8,130.02,0.37,0.63,526.02
12,48,87.85,55.93,8.52,1,11.24,57.28,130.02,0.01,0.33,645.68
12,49,25.57,27.98,9.57,1,10.63,50.61,130.02,0.5,0.4,581.18
13,0,30.67,0.0,5.15,0,9.94,62.31,195.71,0.88,0.74,520.59
13,1,94.86,64.33,9.39,1,16.0,62.31,173.52,0.92,0.4,814.92
13,2,38.65,15.83,7.89,1,12.62,99.29,142.14,0.98,0.11,655.51
13,3,48.13,50.0,11.72,1,15.84,62.31,148.69,0.6,0.52,740.73
13,4,45.15,39.53,10.74,1,14.31,62.31,134.3,0.11,0.65,669.79
13,5,52.07,35.01,7.8,1,16.24,62.31,136.79,0.8,0.05,669.08
13,6,3.92,26.89,11.8,1,14.22,62.31,145.9,0.57,0.21,638.22
13,7,73.33,44.42,7.73,1,11.57,68.36,165.5,0.62,0.78,714.61
13,8,62.63,46.24,6.29,1,13.69,62.31,152.58,0.66,0.96,704.56
13,9,17.86,34.38,8.02,1,17.26,62.31,170.42,0.73,0.88,718.27
13,10,30.75,55.19,13.78,1,14.82,62.31,178.5,0.59,0.86,785.25
13,11,37.71,44.09,14.79,1,18.53,62.85,144.02,0.29,0.99,785.87
13,12,67.58,40.62,6.97,1,15.92,62.31,130.02,0.67,0.84,704.93
13,14,50.07,30.41,10.25,1,17.13,62.31,100.29,0.16,0.22,635.88
13,15,56.86,28.57,12.86,1,16.6,62.31,176.25,0.51,0.31,759.59
13,16,31.56,25.26,13.98,1,19.41,81.68,101.49,0.55,0.78,740.39
13,17,26.9,34.33,10.66,1,17.94,62.31,146.96,0.6,0.71,722.0
13,18,79.62,50.7,8.16,1,15.82,62.31,168.1,0.11,0.71,741.53
13,19,13.3,39.69,14.72,1,17.95,76.57,188.38,0.93,0.48,815.14
13,20,64.88,34.5,15.11,1,17.81,62.31,162.48,0.61,0.0,783.87
13,21,31.15,31.96,8.74,1,12.74,70.35,178.29,0.65,0.86,702.05
13,22,24.72,44.21,6.39,1,16.28,97.15,192.83,0.81,0.3,741.11
13,23,23.47,42.94,8.43,1,17.67,72.71,119.44,0.62,0.53,677.06
13,24,70.77,49.48,11.75,1,18.24,62.31,170.13,0.05,0.3,770.09
13,25,69.71,40.08,12.81,1,11.29,62.31,193.59,0.85,0.63,780.69
